protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
ACO13,95,0.14526,58,0.20139
COMD9,16,0.02446,11,0.03819
F8VUB6,26,0.03976,17,0.05903
E9PDJ4,3,0.00459,2,0.00694
C9IZI4,0,0.0,1,0.00347
RGS2,1,0.00153,0,0.0
FSIP1,1,0.00153,2,0.00694
C9JL73,62,0.0948,42,0.14583
NHSL1,1,0.00153,2,0.00694
Q86VQ2,1,0.00153,3,0.01042
B4DY03,3,0.00459,0,0.0
E9PEJ4,168,0.25688,97,0.33681
PR40A,66,0.10092,41,0.14236
C9J7Z1,2,0.00306,3,0.01042
J3QRP2,1,0.00153,0,0.0
ZO2,166,0.25382,107,0.37153
B1APQ0,27,0.04128,14,0.04861
KCNKI,2,0.00306,0,0.0
YI035,2,0.00306,0,0.0
G3V192,24,0.0367,12,0.04167
D3YTC6,1,0.00153,2,0.00694
RM15,14,0.02141,11,0.03819
TSN8,2,0.00306,1,0.00347
B7Z5T0,1,0.00153,1,0.00347
CV042,0,0.0,1,0.00347
B9ZVU2,29,0.04434,20,0.06944
C9J240,0,0.0,1,0.00347
E9PNX5,1,0.00153,0,0.0
C9JKM9,26,0.03976,19,0.06597
C9J637,1,0.00153,0,0.0
H3BRZ6,1,0.00153,0,0.0
FADD,15,0.02294,9,0.03125
PE2R2,0,0.0,2,0.00694
OVOS2,7,0.0107,4,0.01389
LDHB,113,0.17278,77,0.26736
F5GYR0,1,0.00153,0,0.0
PPOX,4,0.00612,1,0.00347
J3KPX7,10,0.01529,6,0.02083
NKX21,3,0.00459,1,0.00347
K4DI84,3,0.00459,1,0.00347
TM127,1,0.00153,0,0.0
KCNQ1,1,0.00153,0,0.0
E7EUV9,1,0.00153,1,0.00347
M0QZS0,3,0.00459,3,0.01042
WDR93,1,0.00153,1,0.00347
E9PPI9,4,0.00612,2,0.00694
D6RBM3,4,0.00612,4,0.01389
ADCY5,0,0.0,1,0.00347
E9PCR4,3,0.00459,0,0.0
TRUB1,1,0.00153,0,0.0
H0YEV9,16,0.02446,10,0.03472
H0YJL9,1,0.00153,0,0.0
PSB7,5,0.00765,5,0.01736
LRC15,3,0.00459,2,0.00694
CD158,1,0.00153,2,0.00694
COHA1,6,0.00917,3,0.01042
K7ENW5,2,0.00306,2,0.00694
SFSWA,1,0.00153,1,0.00347
H0Y9N5,37,0.05657,16,0.05556
H0Y7Z1,53,0.08104,31,0.10764
H2AX,112,0.17125,68,0.23611
CTRC,4,0.00612,0,0.0
D6RCF2,121,0.18502,79,0.27431
Q5QPL9,154,0.23547,84,0.29167
D6RAQ3,342,0.52294,208,0.72222
B4DHN5,11,0.01682,8,0.02778
J3KQG4,17,0.02599,7,0.02431
EPCR,44,0.06728,21,0.07292
COX5B,107,0.16361,62,0.21528
M0R0Y2,92,0.14067,53,0.18403
I3L3W6,1,0.00153,0,0.0
CERU,4,0.00612,2,0.00694
DEN6A,1,0.00153,1,0.00347
MMGT1,32,0.04893,24,0.08333
E9PLR1,44,0.06728,22,0.07639
G3V1N2,378,0.57798,235,0.81597
NEUS,0,0.0,1,0.00347
E9PK89,1,0.00153,1,0.00347
B7ZLX3,55,0.0841,29,0.10069
M0R0F0,61,0.09327,35,0.12153
B4DFR5,70,0.10703,43,0.14931
A2AC57,1,0.00153,0,0.0
B7ZKJ8,172,0.263,114,0.39583
DOCK7,5,0.00765,6,0.02083
H3BN34,55,0.0841,43,0.14931
BL1S4,13,0.01988,9,0.03125
LRC26,0,0.0,1,0.00347
PCDB5,0,0.0,1,0.00347
DEF6,3,0.00459,32,0.11111
H3BMA2,1,0.00153,0,0.0
E5RFT7,38,0.0581,17,0.05903
FSCN2,0,0.0,1,0.00347
J3QRL9,3,0.00459,1,0.00347
C9J5S7,301,0.46024,187,0.64931
E9PLG8,9,0.01376,4,0.01389
H0YNM6,1,0.00153,0,0.0
A2A2S5,153,0.23394,99,0.34375
ACHA7,1,0.00153,0,0.0
J3KN08,8,0.01223,3,0.01042
E7EUV0,3,0.00459,3,0.01042
CARM1,10,0.01529,5,0.01736
RT23,1,0.00153,0,0.0
H7C0D5,5,0.00765,4,0.01389
B4DI49,1,0.00153,1,0.00347
H0YIF6,0,0.0,1,0.00347
E7EUE0,1,0.00153,1,0.00347
K7ENH4,0,0.0,1,0.00347
E9PNV6,56,0.08563,41,0.14236
RS28,89,0.13609,57,0.19792
K7ERI7,6,0.00917,5,0.01736
C9JS50,3,0.00459,2,0.00694
GATA6,7,0.0107,3,0.01042
E9PE82,98,0.14985,69,0.23958
PSA5,167,0.25535,118,0.40972
E7ERK9,72,0.11009,47,0.16319
D3YTA8,1,0.00153,0,0.0
PECA1,45,0.06881,17,0.05903
ZSC12,2,0.00306,0,0.0
M0R0A0,1,0.00153,0,0.0
H0Y512,218,0.33333,144,0.5
RLA1,106,0.16208,66,0.22917
LYPD8,2,0.00306,0,0.0
E7EQH3,0,0.0,1,0.00347
TOM70,197,0.30122,112,0.38889
IMA8,10,0.01529,4,0.01389
DPP4,38,0.0581,17,0.05903
HPSE2,3,0.00459,1,0.00347
K7EIH9,4,0.00612,3,0.01042
ELFN1,2,0.00306,0,0.0
E9PEQ6,12,0.01835,9,0.03125
CLIC1,346,0.52905,212,0.73611
J3KNC7,1,0.00153,1,0.00347
TRM1,9,0.01376,9,0.03125
F5H6E5,0,0.0,1,0.00347
D8MCT0,1,0.00153,1,0.00347
F8W7W8,1,0.00153,0,0.0
F5H328,15,0.02294,6,0.02083
H3BT22,1,0.00153,0,0.0
B4E0K5,24,0.0367,19,0.06597
C9J6C5,38,0.0581,23,0.07986
HTR5B,13,0.01988,15,0.05208
K7EL16,1,0.00153,0,0.0
TOP2A,59,0.09021,30,0.10417
B8ZZC8,0,0.0,1,0.00347
PLCB,13,0.01988,10,0.03472
B7Z590,23,0.03517,7,0.02431
KLHL6,1,0.00153,0,0.0
I3L4Z9,2,0.00306,3,0.01042
H7C3Y4,0,0.0,1,0.00347
E7EPY1,1,0.00153,0,0.0
K7EIH8,41,0.06269,21,0.07292
DPOE2,1,0.00153,0,0.0
E9PLD2,3,0.00459,2,0.00694
E5RIX7,0,0.0,1,0.00347
K7EJJ1,75,0.11468,47,0.16319
F8VUA5,19,0.02905,12,0.04167
UTF1,1,0.00153,1,0.00347
B4DU48,0,0.0,1,0.00347
C9JSG1,0,0.0,1,0.00347
VAX1,0,0.0,1,0.00347
CATL1,2,0.00306,5,0.01736
GLPC,1,0.00153,0,0.0
B7Z5N7,115,0.17584,74,0.25694
J3KST3,2,0.00306,0,0.0
H3BLZ8,28,0.04281,12,0.04167
B4DDM6,141,0.2156,82,0.28472
D6R8Z6,2,0.00306,5,0.01736
A6PVI2,38,0.0581,22,0.07639
F8WC32,1,0.00153,2,0.00694
CE030,1,0.00153,0,0.0
G3V416,0,0.0,1,0.00347
C9IYE8,23,0.03517,11,0.03819
MAFA,1,0.00153,0,0.0
Q5VXN0,1,0.00153,1,0.00347
F5H365,147,0.22477,78,0.27083
ZFP91,13,0.01988,4,0.01389
CASZ1,0,0.0,1,0.00347
PPIB,287,0.43884,180,0.625
UB2Q1,2,0.00306,3,0.01042
TBCD4,76,0.11621,58,0.20139
HLAG,1,0.00153,1,0.00347
E5RGR9,1,0.00153,0,0.0
ARH37,1,0.00153,0,0.0
JSPR1,2,0.00306,0,0.0
TRI31,1,0.00153,0,0.0
D6RHG7,2,0.00306,2,0.00694
B4DF77,22,0.03364,10,0.03472
PSF2,1,0.00153,2,0.00694
B5MDQ0,2,0.00306,1,0.00347
E5RH77,138,0.21101,88,0.30556
B8ZZS4,3,0.00459,5,0.01736
TBB8L,225,0.34404,142,0.49306
B1AH99,260,0.39755,162,0.5625
F8VXI9,27,0.04128,12,0.04167
B4DFQ4,0,0.0,1,0.00347
N2DL2,1,0.00153,1,0.00347
ABCA4,1,0.00153,0,0.0
E9PMS6,23,0.03517,20,0.06944
CDK5,24,0.0367,18,0.0625
F8WDG7,9,0.01376,7,0.02431
F5H6A0,7,0.0107,1,0.00347
C9JKZ3,2,0.00306,0,0.0
SYAM,63,0.09633,36,0.125
K4DIE0,1,0.00153,0,0.0
B1AMI1,0,0.0,1,0.00347
H0YLY0,48,0.07339,19,0.06597
B3KMG0,2,0.00306,0,0.0
MYOZ2,0,0.0,1,0.00347
F5H6Y0,1,0.00153,1,0.00347
J3KR22,1,0.00153,0,0.0
E9PC44,105,0.16055,56,0.19444
CC055,0,0.0,1,0.00347
B7ZKT8,12,0.01835,6,0.02083
E9PEM3,0,0.0,1,0.00347
C4P0D6,5,0.00765,2,0.00694
H0Y7C8,1,0.00153,2,0.00694
H7BZY9,1,0.00153,2,0.00694
D6RAS9,0,0.0,1,0.00347
A2A2M0,104,0.15902,60,0.20833
PRS10,68,0.10398,49,0.17014
DHCR7,11,0.01682,7,0.02431
I3L182,70,0.10703,40,0.13889
KCNN3,4,0.00612,2,0.00694
H0Y5B4,57,0.08716,34,0.11806
LRC18,3,0.00459,0,0.0
H7BYK9,1,0.00153,0,0.0
M0QYE0,46,0.07034,35,0.12153
NMUR1,0,0.0,1,0.00347
K7EJ34,21,0.03211,13,0.04514
B3KXS2,12,0.01835,3,0.01042
C9JNT3,65,0.09939,43,0.14931
TBCD9,1,0.00153,1,0.00347
H0Y6R6,0,0.0,1,0.00347
I3L4J1,68,0.10398,43,0.14931
LYRIC,39,0.05963,23,0.07986
PK3CD,0,0.0,2,0.00694
A6NK81,0,0.0,1,0.00347
I3L2C6,4,0.00612,2,0.00694
F8VU08,0,0.0,1,0.00347
B3KSM8,9,0.01376,4,0.01389
TIM23,5,0.00765,5,0.01736
B4DGW1,3,0.00459,0,0.0
B4DXW4,14,0.02141,14,0.04861
B7WPD1,0,0.0,2,0.00694
A8MV53,26,0.03976,18,0.0625
G5E978,2,0.00306,0,0.0
C9JIM0,12,0.01835,6,0.02083
D6RE82,6,0.00917,6,0.02083
TPC11,1,0.00153,2,0.00694
PDZD2,6,0.00917,1,0.00347
D6R9H2,27,0.04128,12,0.04167
KMT2B,1,0.00153,2,0.00694
M0R0A9,11,0.01682,10,0.03472
C9K080,1,0.00153,0,0.0
H0YEF7,38,0.0581,23,0.07986
ZN267,1,0.00153,0,0.0
SRGP3,3,0.00459,0,0.0
PPBN,1,0.00153,1,0.00347
K7EJQ6,0,0.0,1,0.00347
SATT,21,0.03211,18,0.0625
TR19L,0,0.0,1,0.00347
H0YA20,1,0.00153,1,0.00347
RGSL,0,0.0,1,0.00347
F8W8F7,1,0.00153,1,0.00347
E7EX82,3,0.00459,3,0.01042
SASH3,0,0.0,1,0.00347
SGK2,1,0.00153,0,0.0
B7Z2A7,20,0.03058,8,0.02778
H9KVA4,1,0.00153,0,0.0
E9PEF1,1,0.00153,4,0.01389
B4DZ51,20,0.03058,9,0.03125
SEC62,1,0.00153,1,0.00347
E5RGS7,4,0.00612,1,0.00347
LIS1,45,0.06881,25,0.08681
CAAP1,1,0.00153,0,0.0
TENA,3,0.00459,5,0.01736
M0R058,24,0.0367,9,0.03125
B7Z729,1,0.00153,0,0.0
E7EMC6,34,0.05199,23,0.07986
H0YMB1,9,0.01376,7,0.02431
E9PHY8,12,0.01835,17,0.05903
J3KT95,1,0.00153,1,0.00347
IMDH2,1,0.00153,0,0.0
E9PJH4,154,0.23547,101,0.35069
B4E1G1,65,0.09939,30,0.10417
J3QKW1,2,0.00306,0,0.0
G3V3B3,28,0.04281,12,0.04167
E9PEM0,0,0.0,1,0.00347
F6U236,1,0.00153,0,0.0
G5E951,0,0.0,1,0.00347
SMTN,58,0.08869,42,0.14583
B4DG16,83,0.12691,64,0.22222
B7Z4S1,47,0.07187,31,0.10764
MRM1,12,0.01835,5,0.01736
K7EJC1,76,0.11621,47,0.16319
F8W978,2,0.00306,4,0.01389
D6R973,0,0.0,1,0.00347
C9JF50,15,0.02294,8,0.02778
WFDC9,0,0.0,1,0.00347
F5GYW6,24,0.0367,9,0.03125
B7Z4L4,310,0.47401,199,0.69097
B7Z5D3,49,0.07492,17,0.05903
D6RE59,7,0.0107,6,0.02083
RT21,16,0.02446,7,0.02431
C9JGJ2,29,0.04434,15,0.05208
FOXP3,0,0.0,1,0.00347
F5GZM3,10,0.01529,10,0.03472
PRS35,1,0.00153,0,0.0
A6PW79,3,0.00459,1,0.00347
O52B4,1,0.00153,0,0.0
F5GZU5,2,0.00306,1,0.00347
E5RGG1,41,0.06269,23,0.07986
FCHO2,10,0.01529,5,0.01736
CP1A2,0,0.0,1,0.00347
RHG21,0,0.0,1,0.00347
M0R0P7,101,0.15443,64,0.22222
B8ZZS0,6,0.00917,3,0.01042
E7ETK3,0,0.0,1,0.00347
OR2G3,1,0.00153,0,0.0
H0YCI7,5,0.00765,4,0.01389
PI51C,1,0.00153,0,0.0
I3L1Y4,1,0.00153,1,0.00347
B3KPJ4,20,0.03058,6,0.02083
PRS6B,132,0.20183,90,0.3125
H0Y6K5,2,0.00306,2,0.00694
COPB,167,0.25535,106,0.36806
Q4VXZ8,7,0.0107,2,0.00694
E7EMK8,14,0.02141,8,0.02778
E9PJC4,17,0.02599,9,0.03125
M0R1T5,8,0.01223,3,0.01042
H0YK42,27,0.04128,15,0.05208
H0YGZ3,7,0.0107,8,0.02778
E9PQU5,8,0.01223,5,0.01736
P3H1,14,0.02141,7,0.02431
C9J066,36,0.05505,21,0.07292
UDB17,39,0.05963,14,0.04861
RGPS1,1,0.00153,0,0.0
ZKSC8,0,0.0,3,0.01042
F5H025,1,0.00153,1,0.00347
PSF3,3,0.00459,1,0.00347
F8WDV0,1,0.00153,1,0.00347
CAR10,2,0.00306,1,0.00347
ZN268,1,0.00153,0,0.0
K7ENF5,3,0.00459,0,0.0
S2542,2,0.00306,0,0.0
TSYL1,1,0.00153,0,0.0
NQO2,7,0.0107,10,0.03472
F8WB70,19,0.02905,10,0.03472
F8VPW2,0,0.0,1,0.00347
ERI1,7,0.0107,4,0.01389
PLOD3,34,0.05199,24,0.08333
B1ANE3,9,0.01376,9,0.03125
TMX2,44,0.06728,21,0.07292
F8WDT8,13,0.01988,7,0.02431
REN3A,2,0.00306,0,0.0
K7EPB9,38,0.0581,22,0.07639
CQ085,3,0.00459,2,0.00694
K7EN91,50,0.07645,22,0.07639
ABCF3,52,0.07951,33,0.11458
F8WAN4,1,0.00153,0,0.0
Q5T1S5,1,0.00153,0,0.0
CLCN7,1,0.00153,0,0.0
K7EL75,1,0.00153,0,0.0
IL36B,1,0.00153,0,0.0
C9J7S3,119,0.18196,74,0.25694
MO4L2,5,0.00765,1,0.00347
OCLN,17,0.02599,5,0.01736
C9JG32,69,0.1055,38,0.13194
QOR,25,0.03823,16,0.05556
HDAC1,2,0.00306,0,0.0
J3QQY2,39,0.05963,22,0.07639
G3V2E8,42,0.06422,27,0.09375
H7BYS8,8,0.01223,2,0.00694
A8MX94,232,0.35474,153,0.53125
H0Y2S0,19,0.02905,16,0.05556
K7EKQ0,4,0.00612,1,0.00347
F8VWL0,55,0.0841,30,0.10417
C9J7D9,1,0.00153,0,0.0
A6NME1,1,0.00153,0,0.0
CX038,2,0.00306,1,0.00347
E9PQB6,21,0.03211,8,0.02778
OVCA2,39,0.05963,17,0.05903
G3V387,126,0.19266,88,0.30556
PELO,13,0.01988,13,0.04514
TGFR2,1,0.00153,0,0.0
AT8B2,0,0.0,1,0.00347
E7ETK5,68,0.10398,49,0.17014
CC134,6,0.00917,6,0.02083
H0Y9B0,19,0.02905,7,0.02431
E9PKR4,9,0.01376,5,0.01736
HELB,0,0.0,1,0.00347
B4DHN4,18,0.02752,12,0.04167
WDR65,3,0.00459,0,0.0
M0R0Z3,1,0.00153,0,0.0
H0YK13,3,0.00459,0,0.0
PGS2,28,0.04281,17,0.05903
E9PN11,59,0.09021,36,0.125
H0YKX1,11,0.01682,4,0.01389
F5H1V6,1,0.00153,0,0.0
SEM6B,1,0.00153,0,0.0
H7C5B9,1,0.00153,1,0.00347
KCD21,1,0.00153,1,0.00347
ES8L2,1,0.00153,0,0.0
F5H5X9,1,0.00153,1,0.00347
E7EM96,10,0.01529,3,0.01042
J3QTB0,1,0.00153,0,0.0
C9J7T9,1,0.00153,2,0.00694
Q6ZV30,91,0.13914,49,0.17014
EHMT1,2,0.00306,4,0.01389
F8W6Z2,1,0.00153,0,0.0
B4DH70,7,0.0107,2,0.00694
F5H3T5,2,0.00306,0,0.0
CTC1,3,0.00459,0,0.0
B3KWA3,6,0.00917,1,0.00347
E9PDI2,5,0.00765,5,0.01736
B4DET9,0,0.0,1,0.00347
GPAT1,1,0.00153,0,0.0
B7Z1C2,33,0.05046,21,0.07292
J3KS83,1,0.00153,0,0.0
GTR7,1,0.00153,0,0.0
ATRN,2,0.00306,0,0.0
HEAT4,1,0.00153,0,0.0
ATS19,1,0.00153,0,0.0
HEXI1,1,0.00153,2,0.00694
B4DT64,23,0.03517,10,0.03472
E7EW25,14,0.02141,4,0.01389
F5H520,12,0.01835,8,0.02778
K7EQ05,15,0.02294,12,0.04167
B4DJM7,20,0.03058,8,0.02778
ZN675,2,0.00306,0,0.0
A8MTQ2,2,0.00306,0,0.0
G3ST2,19,0.02905,16,0.05556
SMHD1,42,0.06422,32,0.11111
ZN721,0,0.0,3,0.01042
H0YIC5,4,0.00612,4,0.01389
AOC2,12,0.01835,8,0.02778
A2A3Z5,1,0.00153,0,0.0
A9C4B8,1,0.00153,0,0.0
B1AMV7,5,0.00765,1,0.00347
RLP24,2,0.00306,0,0.0
Q68DW7,6,0.00917,3,0.01042
I3L1T6,1,0.00153,0,0.0
B4E3B8,1,0.00153,0,0.0
E9PCU1,2,0.00306,0,0.0
PGM1,251,0.38379,134,0.46528
F5GX70,12,0.01835,6,0.02083
I3L0V0,1,0.00153,0,0.0
Q5Q9G8,1,0.00153,0,0.0
VATC2,1,0.00153,0,0.0
H0YKX3,1,0.00153,0,0.0
PLBL1,103,0.15749,53,0.18403
AKAP5,4,0.00612,1,0.00347
PDE6A,4,0.00612,2,0.00694
DJC14,1,0.00153,0,0.0
B5MDQ4,36,0.05505,28,0.09722
CP096,2,0.00306,0,0.0
B4DGZ4,18,0.02752,14,0.04861
PRG2,60,0.09174,45,0.15625
H0YNP7,15,0.02294,6,0.02083
RBM25,14,0.02141,11,0.03819
E5RFU2,27,0.04128,21,0.07292
A9JX13,3,0.00459,2,0.00694
F5H3U9,9,0.01376,8,0.02778
PKHO1,4,0.00612,0,0.0
MYO1F,77,0.11774,44,0.15278
H3BR66,16,0.02446,8,0.02778
FPGT,8,0.01223,9,0.03125
H3BMB0,22,0.03364,13,0.04514
E9PN20,0,0.0,1,0.00347
DACT2,1,0.00153,1,0.00347
FZD8,1,0.00153,0,0.0
ATP9A,22,0.03364,8,0.02778
B4E072,29,0.04434,13,0.04514
CF183,1,0.00153,0,0.0
H7C5R8,89,0.13609,54,0.1875
A6NIZ0,19,0.02905,13,0.04514
A8MQ58,1,0.00153,0,0.0
H7C298,3,0.00459,2,0.00694
ALG9,0,0.0,1,0.00347
H7C000,1,0.00153,0,0.0
F149A,1,0.00153,0,0.0
H0YGL6,40,0.06116,26,0.09028
H7C0B8,17,0.02599,11,0.03819
J3QTA6,10,0.01529,4,0.01389
D6RC57,1,0.00153,0,0.0
MEG10,1,0.00153,0,0.0
H7C1W1,41,0.06269,25,0.08681
K7ELC7,108,0.16514,73,0.25347
ACSM4,2,0.00306,2,0.00694
F8W7P3,0,0.0,1,0.00347
TXND5,11,0.01682,6,0.02083
H7BXD3,1,0.00153,0,0.0
DHX9,383,0.58563,238,0.82639
K7ELX4,7,0.0107,3,0.01042
B0YIW6,279,0.42661,165,0.57292
C1GLT,10,0.01529,4,0.01389
K7EM11,43,0.06575,22,0.07639
E9PBZ2,6,0.00917,0,0.0
B0QY64,6,0.00917,3,0.01042
C9JW18,2,0.00306,1,0.00347
F5H7X9,1,0.00153,0,0.0
FLNA,389,0.5948,239,0.82986
H0Y4G9,30,0.04587,15,0.05208
B3KN43,1,0.00153,0,0.0
J3KQA9,2,0.00306,0,0.0
H0YNU8,23,0.03517,12,0.04167
SCRIB,64,0.09786,33,0.11458
Q5VZD9,4,0.00612,0,0.0
OSBL2,2,0.00306,0,0.0
H3BMJ7,53,0.08104,38,0.13194
RN5A,24,0.0367,11,0.03819
IF140,1,0.00153,0,0.0
C9JEV9,3,0.00459,0,0.0
M0QYZ9,1,0.00153,0,0.0
NUP43,20,0.03058,8,0.02778
B4DY47,212,0.32416,140,0.48611
H3BP22,34,0.05199,10,0.03472
H0YCR2,3,0.00459,3,0.01042
M0QXI5,1,0.00153,1,0.00347
B4DV90,6,0.00917,2,0.00694
D2KFR9,137,0.20948,79,0.27431
C9JCJ9,21,0.03211,14,0.04861
E7EPS0,2,0.00306,0,0.0
A3KFI5,1,0.00153,0,0.0
DQB1,11,0.01682,4,0.01389
K1671,5,0.00765,6,0.02083
H7C260,59,0.09021,26,0.09028
ATP7A,1,0.00153,0,0.0
J3KSW7,95,0.14526,48,0.16667
E5RFN6,0,0.0,2,0.00694
CC168,2,0.00306,1,0.00347
H0Y8C3,18,0.02752,12,0.04167
K7EJY8,37,0.05657,26,0.09028
M0R117,70,0.10703,43,0.14931
RAB35,2,0.00306,0,0.0
K7EIM9,3,0.00459,0,0.0
B4DLR2,18,0.02752,5,0.01736
RM10,27,0.04128,16,0.05556
E7EWM1,2,0.00306,1,0.00347
H2B1D,2,0.00306,2,0.00694
LRC17,0,0.0,1,0.00347
CHCH9,77,0.11774,53,0.18403
B7Z7E9,239,0.36544,139,0.48264
ENDD1,81,0.12385,34,0.11806
F8WJN3,88,0.13456,53,0.18403
F8WCD0,0,0.0,1,0.00347
C9JKK0,1,0.00153,2,0.00694
I3L2Q0,1,0.00153,0,0.0
H0YFG1,22,0.03364,14,0.04861
NOTC2,1,0.00153,0,0.0
SRCAP,5,0.00765,7,0.02431
DUS27,3,0.00459,1,0.00347
C9JQ42,24,0.0367,13,0.04514
ANR52,0,0.0,1,0.00347
F135A,1,0.00153,1,0.00347
H0Y9X6,2,0.00306,1,0.00347
FGF17,1,0.00153,0,0.0
ZN813,2,0.00306,0,0.0
TIM44,20,0.03058,13,0.04514
J3KS79,0,0.0,3,0.01042
PLPP,11,0.01682,2,0.00694
LIN41,2,0.00306,0,0.0
PGM2L,40,0.06116,22,0.07639
RMXL1,8,0.01223,2,0.00694
H3BRB0,10,0.01529,7,0.02431
MRP5,1,0.00153,0,0.0
B7Z6R7,0,0.0,1,0.00347
F8W6X9,6,0.00917,3,0.01042
C9JJN9,11,0.01682,3,0.01042
PLD1,5,0.00765,1,0.00347
G3XAA0,6,0.00917,1,0.00347
D6REL4,7,0.0107,6,0.02083
RAD50,68,0.10398,37,0.12847
LSM11,0,0.0,1,0.00347
H3BTU7,1,0.00153,0,0.0
H7C2F7,1,0.00153,0,0.0
STK4,14,0.02141,8,0.02778
Z3H7B,3,0.00459,2,0.00694
D6R9I9,197,0.30122,117,0.40625
C9J0J0,7,0.0107,2,0.00694
E7ESS4,47,0.07187,28,0.09722
RFIP4,2,0.00306,0,0.0
RB39A,1,0.00153,0,0.0
B7Z5C0,61,0.09327,35,0.12153
B4E1Q4,0,0.0,1,0.00347
C9JV39,0,0.0,3,0.01042
J3QLW7,19,0.02905,12,0.04167
DRS7B,11,0.01682,7,0.02431
B4DDS0,2,0.00306,0,0.0
SIK1,3,0.00459,6,0.02083
U2AF2,2,0.00306,3,0.01042
FSCN1,15,0.02294,6,0.02083
CN142,3,0.00459,2,0.00694
E7ERV5,4,0.00612,1,0.00347
SEPT7,5,0.00765,1,0.00347
C9JNC2,0,0.0,1,0.00347
E9PI70,28,0.04281,16,0.05556
PAR14,5,0.00765,4,0.01389
Q5JVL2,0,0.0,1,0.00347
GPX2,6,0.00917,3,0.01042
CTGEF,1,0.00153,4,0.01389
SPSB4,1,0.00153,0,0.0
F184B,2,0.00306,1,0.00347
IFIH1,3,0.00459,4,0.01389
D6RIS5,27,0.04128,17,0.05903
D6RBU5,1,0.00153,0,0.0
I3L0T3,1,0.00153,0,0.0
D6RG00,64,0.09786,39,0.13542
ZN883,2,0.00306,0,0.0
M0R0I1,3,0.00459,1,0.00347
SRSF5,27,0.04128,14,0.04861
FOLR1,2,0.00306,0,0.0
D6R9G1,17,0.02599,9,0.03125
WNT2B,2,0.00306,1,0.00347
Q68HC0,18,0.02752,14,0.04861
ZN169,0,0.0,1,0.00347
A6QRH1,17,0.02599,10,0.03472
H7BXY3,110,0.1682,60,0.20833
AT1B2,1,0.00153,0,0.0
A8MUS3,171,0.26147,117,0.40625
K7EME0,215,0.32875,156,0.54167
PACRG,1,0.00153,0,0.0
J3QSD7,4,0.00612,1,0.00347
ZN726,13,0.01988,8,0.02778
ABEC4,1,0.00153,0,0.0
E7EVL1,19,0.02905,5,0.01736
SPEF2,1,0.00153,0,0.0
K7EJ81,237,0.36239,165,0.57292
NDUF3,30,0.04587,14,0.04861
TSR1,27,0.04128,18,0.0625
K7EL95,21,0.03211,12,0.04167
E9PLT0,95,0.14526,66,0.22917
I3L3P8,5,0.00765,1,0.00347
VSIG2,11,0.01682,4,0.01389
RSU1,147,0.22477,89,0.30903
K7ENI6,6,0.00917,6,0.02083
CUL7,3,0.00459,0,0.0
G6PD,67,0.10245,57,0.19792
TYB4,62,0.0948,37,0.12847
H3BQ50,5,0.00765,1,0.00347
F5GXS9,10,0.01529,6,0.02083
H0YGF8,2,0.00306,0,0.0
PLCB4,1,0.00153,3,0.01042
CSKI1,0,0.0,2,0.00694
C9JU82,3,0.00459,1,0.00347
J3QLR4,1,0.00153,0,0.0
AK1A1,234,0.3578,154,0.53472
C9JT21,9,0.01376,8,0.02778
E9PD92,0,0.0,1,0.00347
F5H8D7,76,0.11621,37,0.12847
ANR11,2,0.00306,2,0.00694
DJC17,13,0.01988,9,0.03125
B4E3T4,4,0.00612,2,0.00694
H7C1U1,0,0.0,1,0.00347
ATIF1,22,0.03364,7,0.02431
K7EL08,6,0.00917,4,0.01389
C9JUL4,1,0.00153,1,0.00347
NCKPL,2,0.00306,5,0.01736
NCF2,29,0.04434,26,0.09028
WNT11,1,0.00153,0,0.0
J3QRZ1,8,0.01223,0,0.0
E9PG40,13,0.01988,3,0.01042
A6NF51,110,0.1682,61,0.21181
VWA2,4,0.00612,1,0.00347
OMA1,3,0.00459,1,0.00347
A6NFN5,1,0.00153,1,0.00347
F5GWR6,1,0.00153,5,0.01736
F5GZR1,39,0.05963,17,0.05903
ACE2,10,0.01529,2,0.00694
M0QYR6,1,0.00153,1,0.00347
H7C1J4,1,0.00153,0,0.0
H0Y9C6,0,0.0,1,0.00347
PTRF,143,0.21865,99,0.34375
H0Y4S9,23,0.03517,12,0.04167
H7C2H0,1,0.00153,0,0.0
PZRN4,0,0.0,3,0.01042
TCAL5,1,0.00153,0,0.0
H7C3A1,78,0.11927,52,0.18056
DGKH,0,0.0,1,0.00347
E7EWT3,1,0.00153,1,0.00347
E9PNV2,3,0.00459,0,0.0
H0YBZ3,17,0.02599,12,0.04167
PCNA,217,0.3318,140,0.48611
H0YCG0,30,0.04587,23,0.07986
E9PJY7,0,0.0,1,0.00347
K7EJ24,5,0.00765,2,0.00694
H7C0H1,1,0.00153,0,0.0
H0YAM0,1,0.00153,0,0.0
C9JSE3,0,0.0,1,0.00347
KV309,74,0.11315,45,0.15625
IBP3,1,0.00153,0,0.0
MAGE1,1,0.00153,0,0.0
E9PJN4,2,0.00306,0,0.0
CYLC2,1,0.00153,0,0.0
K7EMY7,3,0.00459,0,0.0
H7BXG3,3,0.00459,0,0.0
B4DL34,5,0.00765,0,0.0
C9JTD3,8,0.01223,4,0.01389
E9PRZ0,8,0.01223,6,0.02083
SETD7,4,0.00612,5,0.01736
A6NDY5,5,0.00765,3,0.01042
